fileName,anomaly,gan,isolation,method1,method2,method3,pca,allblack,colored,getcenterkernelized,autoencoder,diff_encoder,feat1,feat2,feat3,feat4
216840111366964012558082906712009292140402646_00-078-023.png,0,17167.91211,-1,1753,905,484,-12.45302228,8609,0,303,-138197.2031,496,0.113407842,0.225524663,0,0.004276276
216840111366964013076187734852011171091158121_01-016-194.png,0,12201.96289,1,3078,1611,1936,-13.09947429,1996,0,543,-246998.9844,389,0.506191556,0.138006472,0,0.002454758
216840111366964013076187734852011262134852235_00-134-160.png,0,14625.56445,1,2401,579,1296,-16.54952067,5929,0,368,-225684.9531,368,0.307500613,0.164182177,0,0.003223419
image_116.jpg,1,25558.47266,1,3485,144,1521,-19.51662213,0,1,78,-186113.3438,359,0.35692022,0.250275735,0,0.002370834
ID_87133051e.png,1,37895.92578,-1,2531,799,3136,13.991465,10576,0,56,-215468.9688,567,0.09281126,0.189228133,0,0.004491806
216840111366964012487858717522009253122330749_03-121-140.png,1,14313.86328,1,2765,876,1444,-16.67849807,2949,0,453,-108887.5078,517,0.267924002,0.197344133,0,0.002922058
225353935336361628621447627196450414740_fve69d.png,0,14521.78125,1,3511,759,2704,-14.44166027,861,0,967,-169420.8438,415,0.603351072,0.081679879,0,0.00154686
216840111366964013217898866992011339090605681_01-005-124.png,0,15088.61523,1,3355,1239,2916,-16.45916713,951,0,693,-201946.9844,353,0.521276334,0.112087354,0,0.001714706
102634169048044648803803298890262406022_kqcwhy.png,1,11654.0918,1,2853,709,1444,-16.55532862,3193,0,277,-226631.25,290,0.240198923,0.20803462,0,0.002983093
ID_8de479a1a.png,1,35943.66406,-1,1923,505,1681,7.790925676,12224,0,14,-191474.6563,564,0.085474146,0.209224686,0,0.004802704
172935634960854280395805542777505902624_2_km5dfc.png,1,16900.87891,1,2223,551,1225,-12.95166438,7511,0,283,-220182.5,473,0.0954285,0.247338388,0,0.004566193
3939.png,1,10319.4082,-1,2364,6557,441,-5.94706506,6168,0,5796,-466726.9375,1313,0.532021409,0.200976563,0,0.002397537
216840111366964013686042548532013255090314101_02-024-157.png,0,9046.283203,1,3195,1105,1296,-18.96487254,768,0,608,-267504.3438,306,0.583099947,0.082190181,0,0.001960754
216840111366964012901624094902010326120515885_04-013-142.png,0,15105.35352,1,3464,319,2601,1.252569016,1135,0,501,-226048.4063,320,0.448239356,0.123952589,0,0.002176285
63273826711793912793909526493813686168_3_4zvj5f.png,1,10560.49121,1,2515,488,1156,-6.123873199,3832,0,295,-114220.6328,493,0.353933741,0.163508157,0,0.002790451
216840111366964012558082906712010047085306796_03-164-165.png,0,9274.294922,1,3213,980,961,-11.69796236,1228,0,410,-203098.75,493,0.397235104,0.118633195,0,0.002428055
240316168632929723887932052997827216145_2gt298.png,0,11360.9082,1,3492,668,2401,-9.620011894,1684,0,330,-226932.6094,262,0.456804086,0.102855009,0,0.002096176
ID_f3f42c359.png,1,21673.38086,-1,1479,167,225,-13.33725906,12397,0,4,-126617.125,211,0.06394238,0.246390548,0,0.004745483
216840111366964012819207061112010264111551486_03-125-009.png,0,13454.79883,1,3650,407,2401,-16.69504061,1300,0,665,-171620.7969,492,0.49191592,0.106006817,0,0.001766205
119100770775716334450092562098649856345_0m2dn8.png,0,12518.61426,1,3219,124,441,-15.09826217,18,0,0,-278195.4375,84,0.663273662,0.091732728,0,0.001996994
216840111366964013076187734852011249135212227_00-138-095.png,0,13378.64063,1,2571,971,1156,-14.98423644,4874,0,482,-143979.7813,527,0.297303111,0.156368719,0,0.003324509
216840111366964013916396606442014048113911434_01-183-141.png,0,14222.4082,1,3304,783,2500,-12.02891573,1059,0,639,-151149.1094,321,0.611060183,0.074630438,0,0.001781464
216840111366964012283393834152009034131804495_00-058-094.png,0,12114.35742,1,3050,1362,1521,-18.2604238,2709,0,798,-248489.2969,511,0.385003866,0.096127259,0,0.002532959
216840111366964012989926673512011110005001250_00-185-040.png,0,10373.87305,1,3088,678,1225,-6.19289869,1567,0,753,-207850.375,255,0.600181539,0.055824908,0,0.001766205
216840111366964013297909654432012055135417521_01-094-125.png,0,13701.63672,1,3180,200,841,12.8084555,1161,0,0,-186147.9688,81,0.579785105,0.11888691,0,0.001346588
216840111366964012768025509942010173084620186_04-010-141.png,0,15059.8457,1,3629,698,2304,-8.929170563,885,0,332,-237343.9688,240,0.384828624,0.131508502,0,0.001726151
216840111366964013307756408102012066084824932_01-091-154.png,1,14021.6875,1,2545,2431,1225,-19.96173514,0,0,294,-219504.4688,191,0.286550386,0.218656173,0,0.003358841
ID_aa633fcc4.png,1,22336.42188,-1,1772,160,484,-13.30656851,10685,0,4,-107912.7109,223,0.036224214,0.240114698,0,0.004516602
216840111366964013217898866992012002124321158_01-046-054.png,0,21704.33984,-1,2082,387,841,-13.84244377,9149,0,130,-90048.55469,354,0.102286015,0.194484337,0,0.004529953
216840111366964013829543166512013337122635468_02-093-011.png,0,11963.89453,1,2743,492,841,-15.19076514,0,0,0,-232626.6406,150,0.611328959,0.095924288,0,0.001728058
216840111366964013515091760022012316133129441_01-157-120.png,1,13748.8457,1,2489,406,841,9.299281165,3464,0,115,-182950.3438,144,0.206259655,0.195581533,0,0.002325058
ID_2ba233c1b.png,1,22351.21484,-1,713,160,9,-6.507094262,14958,0,1,-55714.07422,349,0.047547932,0.349595014,0,0.006198883
216840111366964012904401302362010333090410666_04-019-152.png,0,5607.777344,1,2969,614,1225,-14.69338396,1197,0,425,-262482.4375,236,0.645408524,0.076802811,0,0.001464844
216840111366964013418328332882012204200507316_01-066-066.png,0,11198.92188,1,3238,2948,2116,-8.888336307,0,0,69,-210974.6094,256,0.308014291,0.148688343,0,0.002388
25335597357923524189097441382398610252_c4ikpe.png,0,8405.408203,1,2924,502,1089,-14.82432966,1041,0,196,-246145.5781,138,0.514268845,0.128314568,0,0.001602173
216840111366964013366713840282012135100214876_01-079-057.png,1,14927.67578,1,2631,785,1444,-10.56740726,2725,0,348,-129713.8672,470,0.253167133,0.199589269,0,0.002506256
216840111366964012768025509942010188121511583_03-135-160.png,0,11983.80371,1,3535,1952,2209,-19.5928742,308,0,1020,-174459.3125,529,0.537074956,0.130053232,0,0.002054214
216840111366964012558082906712009300111849596_00-072-151.png,1,13119.64258,1,2786,361,729,-5.981155987,2786,0,30,-130077.3125,180,0.249767953,0.191489545,0,0.002250671
94212466472470066427969554484251201159_f82j4d.png,1,10536.11328,1,1895,428,729,-2.8945785,6419,0,215,-105521.2344,215,0.258519924,0.165973499,0,0.0031147
297082095993316932691690148776177391286_8pk480.png,1,8817.277344,1,2836,799,1156,-14.31886067,4881,0,348,-120369.3594,406,0.353775569,0.143816062,0,0.003166199
ID_f12837e80.png,1,29913.30859,-1,2420,325,2209,11.18759585,9585,0,30,-183300.7031,376,0.164113503,0.183785233,0,0.003839493
168952304088779882761279086644934751344_v1cr7e.png,1,12730.57031,1,2336,362,841,-16.47120798,2781,0,28,-186796.2813,129,0.298620418,0.204137944,0,0.003068924
216840111366964012558082906712009293143832021_00-082-042.png,0,11217.77148,1,3454,2165,2025,-17.29007733,760,0,1048,-209087.5,489,0.618901945,0.077493107,0,0.001943588
14927784242988810049285600099125310036_2u516w.png,1,8971.573242,1,2476,583,1156,-12.76612495,4556,0,261,-102104.2969,280,0.362416633,0.152752566,0,0.002738953
216840111366964013439197051132012229082101654_01-033-144.png,1,15684.99707,1,2999,157,576,-10.2964237,1716,0,41,-155717.5313,84,0.28913582,0.264090265,0,0.002481461
85468007392878327046561481790452504471_icdvi3.png,1,11271.7832,1,2593,709,1089,-17.54303233,4626,0,412,-184030.375,434,0.21612519,0.188206572,0,0.003015518
216840111366964013534861372972012354100747335_02-011-010.png,0,13600.28418,1,3681,808,3364,-13.74282274,597,0,1069,-111511.1875,574,0.603625185,0.087433938,0,0.001585007
image_222.jpg,1,16111.08301,1,4066,278,2601,15.73797443,7,1,20,-358003.8125,78,0.451968927,0.195108571,0,0.004405975
52952824954332297945061787548920412102_1p3h1w.png,1,11036.38867,1,2188,702,784,-9.127385584,3430,0,207,-179652.4531,207,0.220250627,0.221218214,0,0.00340271
216840111366964013076187734852011210092550962_00-142-161.png,0,6408.212891,1,3279,1229,1296,-15.9684893,305,0,705,-232997.2188,479,0.688379844,0.074106733,0,0.001760483
216840111366964012922382741642010357132655393_04-002-000.png,1,11625.21484,1,1993,3012,676,-13.32922013,0,0,98,-154923.8125,181,0.332020616,0.18959578,0,0.00320816
6017.png,1,14353.80273,-1,1885,835,961,-10.43574108,7578,0,621,-4752.426758,576,0.274376588,0.25295841,0,0.00252533
216840111366964013962490064942014127093937905_01-171-075.png,0,6413.55127,1,3645,1181,1024,-15.58161546,1804,0,689,-215347.3125,497,0.678839555,0.056747855,0,0.002147675
216840111366964013530061063072012324121127319_02-110-088.png,1,14962.0957,1,2925,320,1296,-12.96504512,4312,0,81,-132066.5469,265,0.247141448,0.217339729,0,0.002824783
216840111366964013307756408102012093100450138_01-111-018.png,0,8307.37207,1,3511,748,961,-17.22135063,1457,0,367,-208295.6094,203,0.59976131,0.067952474,0,0.001493454
216840111366964012989926673512011075074957847_00-158-032.png,1,11961.33203,1,3313,561,1024,-15.57348307,828,0,187,-325884.125,114,0.34824923,0.228072342,0,0.00358963
216840111366964013686042548532013247085231602_02-023-056.png,0,7195.561523,1,3415,1575,2401,-9.857602539,718,0,1002,-212721.1563,692,0.642917301,0.079694202,0,0.001626968
216840111366964012373310883942009141124447633_00-043-174.png,0,13197.79492,1,2473,175,529,0.934472491,0,0,127,-144890.3906,111,0.470710588,0.169856771,0,0.002630234
216840111366964013340662495472012111112538667_01-111-155.png,0,11769.5293,1,3610,1816,1936,-3.032689188,724,0,1336,-151557.9375,568,0.562993714,0.091481886,0,0.001722336
216840111366964012819207061112010313084602492_04-015-033.png,1,16911.60352,1,2683,384,1369,-15.32324747,4489,0,204,-225108.3125,199,0.177571101,0.223460478,0,0.003047943
92548108146519089942911721794332029804_pgde8v.png,1,15168.35742,1,2655,196,1225,-14.0096535,2989,0,63,-240177.2188,95,0.205283751,0.220490579,0,0.002946854
image_837.jpg,1,22437.69141,-1,3367,4915,1681,-16.7197813,0,1,92,-564166,307,0.267404801,0.26403282,0,0.003313065
image_357.jpg,1,21536.22461,1,4821,1041,5929,-15.26690471,368,1,124,-469094.9375,20,0.239247259,0.288358801,0,0.00361824
216840111366964013534861372972012332104527957_01-147-167.png,0,9464.556641,1,3153,611,1024,-3.889644961,1545,0,221,-224635.6094,269,0.498073135,0.11180779,0,0.002069473
172548964592157267755522496623963445785_3moi59.png,0,11667.91699,1,3368,523,1764,-9.843260876,1352,0,35,-206898.5313,188,0.49521168,0.105653531,0,0.001909256
216840111366964013686042548532013148141612132_02-043-126.png,1,19194.28125,-1,1436,0,256,-16.02811642,0,0,0,-5223.331055,250,0.357273547,0.256691368,0,0.002687454
1117229713551588431134700510812015730_gfb3ww.png,0,14167.06152,1,3737,1730,2601,-12.0789993,299,0,931,-157720.375,527,0.465557382,0.135167739,0,0.002349854
8716.png,1,17954.05664,-1,1834,1309,841,-21.58117831,11105,0,1349,-11044.45703,559,0.244471232,0.233580346,0,0.002576828
13200624075259466074556725735106516234_4vv6gm.png,0,10736.62207,1,2974,458,2304,-12.81628172,1866,0,539,-219703.9688,222,0.496816588,0.100439453,0,0.001823425
216840111366964012819207061112010299111352942_03-190-198.png,1,11697.32324,1,2662,610,961,-17.11797439,3154,0,454,-67028.32813,420,0.310489971,0.163630706,0,0.002746582
ID_0fc14f98c.png,1,22452.62109,-1,572,89,16,-13.62319126,14827,0,2,-197709.1719,918,0.052150881,0.356910616,0,0.006439209
216840111366964013076187734852011187084700888_00-145-185.png,0,11572.53613,1,3067,1042,1024,-17.4281658,2337,0,754,-245178.5625,476,0.541916493,0.089502911,0,0.002401352
216840111366964012558082906712009323103419650_00-107-007.png,0,12470.54297,1,2744,1271,1225,-18.70273554,4356,0,646,-251576.375,491,0.333903775,0.160449219,0,0.003257751
216840111366964013649107288022013092121159100_02-073-139.png,1,15230.92773,1,1928,5229,576,-14.70907369,0,0,146,-88006.14063,217,0.233508043,0.20605756,0,0.002950668
216840111366964014008416513202014208142342491_01-161-066.png,0,8854.693359,1,3292,1065,1764,-10.34854909,1697,0,521,-240308.0938,338,0.570461962,0.088127106,0,0.001773834
216840111366964013686042548532013283085606468_02-086-135.png,0,7484.600098,1,3325,1070,1369,14.6363808,1514,0,655,-230654.1563,372,0.650520605,0.069955384,0,0.001554489
15021.png,1,15147.03125,-1,2002,1240,900,-15.36621903,6629,0,652,-4661.200195,412,0.266130182,0.215130017,0,0.001970291
216840111366964012373310883942009138135730014_00-039-159.png,0,14038.84766,1,3372,585,1936,-20.47885775,853,0,1448,-149292.875,522,0.50668547,0.117258349,0,0.001674652
216840111366964012734950068292010139090159455_03-147-052.png,0,8251.878906,1,2651,1220,900,-3.410706493,0,0,119,-174560.75,268,0.646433328,0.090367456,0,0.001968384
216840111366964012734950068292010132134944252_03-147-018.png,0,12138.44531,1,3724,446,2809,-14.51975086,412,0,944,-189140.3125,582,0.629609318,0.080863205,0,0.001804352
216840111366964013274515230432012044112323281_01-101-021.png,0,15455.89355,1,3481,416,2809,-17.47406965,546,0,1092,-153764.5,490,0.607869362,0.087010761,0,0.00169754
11138.png,1,16901.26563,-1,1919,1228,841,-14.30885229,6979,0,840,-93267.03125,518,0.277371586,0.243193742,0,0.001882553
216840111366964012373310883942009142111208196_00-039-146.png,1,11600.64453,1,2543,1404,676,-13.7758726,5338,0,641,-103007.1875,409,0.330554308,0.154285386,0,0.003070831
216840111366964012487858717522009280085311019_00-074-127.png,0,9518.494141,1,2285,1091,841,5.472569694,0,0,232,-154522.9844,249,0.495984132,0.103597005,0,0.001579285
216840111366964013534861372972012352103418828_01-131-104.png,1,11514.05664,1,2367,901,961,-13.73414036,4144,0,270,-164667.5,272,0.257965891,0.194380936,0,0.003608704
216840111366964012339356563862009047104350258_00-053-046.png,0,16524.60547,1,1848,205,676,-14.86084773,7616,0,303,-189382.3594,278,0.159961954,0.179845473,0,0.00346756
216840111366964013217898866992012012132638362_01-110-183.png,0,13110.29883,1,3649,662,1369,-13.04636301,122,0,1176,-176952.625,429,0.586108805,0.098114851,0,0.002122879
126065045171984520364877066264254028014_ckztpj.png,1,14304.38086,1,2129,539,1296,-10.34549947,5148,0,238,-152353.8906,264,0.175394357,0.193205231,0,0.003356934
216840111366964012989926673512011088113024707_00-161-045.png,1,15520.70898,1,2845,317,961,-13.59988651,1383,0,115,-159219.4844,98,0.278904198,0.235551662,0,0.003385544
216840111366964012734950068292010152092318926_04-007-040.png,1,19433.75391,1,2858,568,2025,-15.36226675,1672,0,579,-262233.625,300,0.206997864,0.254682713,0,0.003902435
216840111366964013686042548532013298121713505_02-112-029.png,1,13235.78906,1,2677,601,1024,-14.66381029,2415,0,192,-208684.7031,432,0.275540376,0.198818551,0,0.003084183
216840111366964013590140476722013058085741103_02-057-016.png,0,8232.382813,1,3492,509,1444,-15.13407507,98,0,444,-207999.1406,383,0.550147821,0.078917739,0,0.001691818
image_191.jpg,1,38814.84375,-1,4015,3019,3249,-16.1968341,2704,1,135,-160361.3281,434,0.162317557,0.262261604,0,0.003252029
ID_32c8cf9ae.png,1,25326.58984,-1,1729,286,196,-14.95947874,11243,0,9,-43927.67188,237,0.110206805,0.208160041,0,0.004270554
216840111366964013274515230432012030105032989_01-042-109.png,1,18968.54102,1,2612,374,841,-8.298041791,4302,0,159,-32590.78516,214,0.182903961,0.211376953,0,0.00292778
216840111366964013307756408102012067193412901_01-083-001.png,0,14389.62891,1,3171,472,1600,-9.130524058,1246,0,908,-238435.5,245,0.520022109,0.097709865,0,0.001934052
q4y543y2.jpg,1,25075.87695,-1,2611,7003,225,-15.08103014,4856,1,24,-315868.6875,1795,0.401924247,0.273087086,0,0.002868652
216840111366964013395900950222012167091549345_01-139-121.png,0,13563.5957,1,3160,447,2704,-15.90900654,2125,0,312,-207814.5938,297,0.525571852,0.090487132,0,0.001785278
14202.png,1,14118.75488,-1,1895,1159,784,7.823659225,10673,0,2128,-18654.73438,494,0.212560993,0.249442785,0,0.002681732
image_319.jpg,1,23614.37305,-1,1665,1620,289,-15.90759094,40,1,15,-10831.58984,230,0.345988887,0.316806449,0,0.001266479
image_785.jpg,1,25051.62695,1,3672,312,1600,-16.24384905,75,1,13,-263607.6875,76,0.28571895,0.2934982,0,0.004068375
image_575.jpg,1,31574.50781,-1,2821,625,2809,-15.94290415,0,1,158,-205250.9063,93,0.227428938,0.252611826,-1,0.002794266
216840111366964012767890050132010168101332532_04-009-198.png,1,17972.82617,1,2847,357,1024,-5.090782633,3887,0,50,-38797.27344,324,0.215836411,0.199379596,0,0.002573013
216840111366964013829543166512013308114004824_01-178-013.png,1,17477.03516,1,2446,374,961,-14.58648462,5476,0,112,-66777.85938,286,0.172565596,0.205865119,0,0.003515244
154299596740829567330724098528924906504_75y0x9.png,0,9725.03418,1,3327,1332,1600,-13.58445792,1873,0,1064,-226343,421,0.621256214,0.071502566,0,0.00170517
216840111366964013451228379692012243090905930_01-035-137.png,0,11039.9873,1,3568,803,1764,-9.028990385,272,0,591,-201115.0938,287,0.618761801,0.064420573,0,0.001548767
8153.png,1,13118.89258,-1,2566,141,841,-9.656434214,46,0,2870,-343740.5,655,0.359703725,0.184360639,0,0.001859665
10910.png,1,16412.42578,-1,2027,1246,961,-15.94514726,7046,0,449,-22396.54297,534,0.278166595,0.245629404,0,0.002061844
216840111366964012214806429742008290124320522_00-066-098.png,0,9906.980469,1,3559,2728,1936,-15.13438102,745,0,936,-208209.4375,523,0.630261424,0.075022021,0,0.001901627
216840111366964013575787468332013022123152222_02-013-172.png,1,11362.23633,1,2510,704,1089,-14.27044917,2960,0,283,-175708.875,361,0.275733933,0.202927773,0,0.003137589
15362.png,1,14722.39844,-1,2032,1214,1089,8.694701744,7398,0,1112,-25813.73438,492,0.302757695,0.219887408,0,0.002086639
216840111366964012989926673512011129130524976_00-148-189.png,1,15962.55078,1,2915,392,1369,-19.59285878,3620,0,191,-120504.3828,326,0.195302609,0.212502872,0,0.003408432
216840111366964013575763038762013007134045327_02-013-123.png,0,9437.267578,1,3632,1033,1849,-14.92004041,825,0,943,-227465.0313,391,0.613659757,0.070536535,0,0.001525879
216840111366964013962490064942014142122359428_01-175-148.png,1,10749.19043,1,2576,399,529,-13.25713072,4975,0,91,-156337.0313,225,0.258272849,0.181504672,0,0.002651215
216840111366964013217898866992011349173343912_01-005-141.png,0,12978.73047,1,2801,843,1764,-1.110770748,0,0,21,-226673,154,0.511687,0.117309092,0,0.002286911
216840111366964013928906473672014052085553822_01-183-188.png,0,10160.99316,1,3019,1087,1764,-16.94215492,3798,0,642,-201715.4219,390,0.443776317,0.105880438,0,0.002391815
ID_017428da2.png,1,34540.66797,1,2697,486,1600,-2.029321408,7835,0,18,-174227.1406,231,0.189695993,0.164102711,0,0.002977371
216840111366964012734950068292010145133809747_03-150-000.png,0,16288.82227,1,3799,1830,2601,-18.33231949,389,0,671,-139150.0469,393,0.523841924,0.107517616,0,0.001951218
216840111366964013590140476722013072083125229_02-051-052.png,0,12971.57031,1,3329,1464,2401,-14.86349595,1267,0,772,-166864.4688,402,0.465634766,0.108687577,0,0.001869202
216840111366964013200840352202011322094824905_01-026-035.png,0,8161.93457,1,3028,1293,1296,-18.2202732,1915,0,471,-215889.4688,361,0.599694611,0.085768995,0,0.001947403
216840111366964013829543166512013336104941552_02-093-051.png,0,8995.292969,1,3334,1223,1849,-12.14211787,370,0,1236,-204794.6406,406,0.679002807,0.074916705,0,0.00154686
216840111366964012948363412702011013115832453_00-123-036.png,0,15239.14941,1,3414,391,3025,-16.86208425,689,0,516,-108377.3984,341,0.599825015,0.080854588,0,0.001623154
216840111366964013686042548532013178085322236_02-096-193.png,0,8292.048828,1,3400,289,841,-11.29814659,448,0,209,-247405.1406,203,0.666572248,0.085036573,0,0.001701355
216840111366964013307756408102012086164902671_01-107-134.png,1,12012.61523,1,2607,1964,576,-16.46128766,0,0,137,-229646.375,150,0.324245476,0.247593061,0,0.00371933
80506163773514417151013141626043185316_f4fzga.png,0,9605.451172,1,3245,370,1681,-19.02847271,685,0,660,-231725.3281,255,0.65034617,0.073948759,0,0.001550674
216840111366964012283393834152009026095305969_00-015-135.png,0,14497.73828,1,3494,1127,2704,13.84642011,1704,0,874,-152098.8438,596,0.421283947,0.130748315,0,0.002122879
ID_e4f50d975.png,1,24828.55078,-1,551,62,49,-12.05698033,13993,0,2,-82232.17969,243,0.013737547,0.33833678,0,0.006219864
216840111366964013590140476722013071085855075_02-053-144.png,0,8475.769531,1,3451,1151,1521,-13.19003794,1381,0,541,-264944.25,376,0.562374987,0.089608226,0,0.001893997
216840111366964012283393834152009014143043956_00-011-088.png,1,10539.69531,1,3314,1380,1369,-15.56536469,981,0,736,-394488.5938,367,0.374742572,0.214790135,0,0.003664017
216840111366964013076187734852011189085517039_00-139-101.png,0,11087.58398,1,3119,1102,1764,-20.596272,653,0,616,-277604.25,294,0.581695221,0.092581955,0,0.001926422
216840111366964013686042548532013192090458920_02-033-179.png,0,7372.291992,1,3160,1219,1681,-15.8073288,592,0,506,-250615.9219,430,0.627407984,0.094101371,0,0.001483917
131958054689312902982749224317580233805_wx0k1u.png,0,6109.39209,1,3203,900,1369,-15.64418252,1119,0,541,-259283.0781,332,0.683604914,0.058544922,0,0.001335144
5445.png,1,14418.26074,-1,2016,2054,576,-14.1108022,71,0,479,-172144.3438,1379,0.42242973,0.242453661,0,0.002099991
image_184.jpg,1,17014.44531,-1,4822,3464,6724,-6.32379489,38,1,413,-539056.5625,286,0.464887704,0.237225222,0,0.001737595
image_144.jpg,1,17941.80469,1,3704,1652,1444,15.59972414,0,1,30,-230933.0469,262,0.350817049,0.236421952,0,0.003370285
image_251.jpg,1,25353.60352,1,4218,618,8281,4.109803393,0,1,164,-381533.375,227,0.207251593,0.197841031,0,0.00374794
8456.png,1,13819.0332,-1,2689,2908,841,-17.93433765,0,0,234,-1932.691406,1028,0.298010396,0.179764093,0,0.002025604
11850952960607484433016190392784488528_5x29jp.png,0,11989.00488,1,3540,388,1849,-10.089805,383,0,687,-169667.9063,363,0.517719023,0.100265204,0,0.00161171
216840111366964012373310883942009107130752248_00-068-151.png,0,8967.990234,1,3396,473,1681,-10.91380928,638,0,466,-224912.4375,273,0.651181881,0.074723307,0,0.001598358
216840111366964013076187734852011221115343480_00-113-198.png,0,8734.453125,1,3007,848,1600,-13.47567448,2388,0,750,-225072.2969,402,0.621050807,0.070925245,0,0.002031326
216840111366964012558082906712010117090041090_03-174-148.png,1,19902.33984,-1,2156,209,1024,-17.40690893,6032,0,41,-52339.92969,228,0.16521121,0.196245979,0,0.003065109
216840111366964013534861372972012362090412447_01-126-164.png,0,7875.143066,1,2836,1076,1600,-6.929910899,3322,0,535,-219868.2344,390,0.523928786,0.076902382,0,0.002075195
236682903396228021158045709537017969911_h3ucxp.png,1,10848.75,1,2684,188,484,-14.06011819,605,0,31,-202276.9219,65,0.358469735,0.22893593,0,0.003936768
216840111366964013829543166512013356093653062_02-094-182.png,0,10103.11719,1,3059,1701,1681,-19.45675843,1604,0,430,-230008.2188,438,0.509330194,0.130941713,0,0.002513885
216840111366964013451228379692012300134754464_01-157-074.png,1,11848.1543,1,2550,1268,961,-18.77806855,4298,0,894,-162961.7188,527,0.292617248,0.164352597,0,0.00349617
10392.png,1,14671.66211,-1,1690,888,784,-9.531597548,11545,0,1285,-96155.78125,462,0.19828294,0.240643191,0,0.003517151
image_457.jpg,1,33908.91016,1,4355,4972,6241,9.023197779,22,1,130,-314380.0938,967,0.176092499,0.246945849,0,0.00268364
228006332040245980995542035422282886793_llljvi.png,0,8561.172852,1,2978,634,1444,-15.34737285,1235,0,556,-219378.9063,258,0.599589511,0.059256281,0,0.001642227
ID_050560c6c.png,1,22311.15039,-1,544,48,49,-7.857992851,14384,0,8,-156568.2188,686,0.02435774,0.355904373,0,0.006263733
216840111366964013076187734852011272135258942_00-135-142.png,0,8654.300781,1,3168,1175,1764,-17.83539529,1789,0,913,-261477.8125,549,0.561741048,0.109974341,0,0.001585007
